,id,name,followers,popularity,label
91,1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,464953.0,66,4
92,2j2rh3oQh4QEUnNTDKYSJD,187 Strassenbande,1336183.0,61,2
93,19VDJ9IKyBSUMDJxLsasP6,Mr. Belt & Wezol,93345.0,53,0
94,2LZDXcxJWgsJfKXZv9a5eG,Cashmere Cat,318482.0,56,4
95,1RQ3ZwCNI7KniEKIN5kkio,MATTN,144563.0,56,0
96,70B80Lwx2sxti0M1Ng9e8K,Udit Narayan,7228372.0,74,1
97,1vo8zHmO1KzkuU9Xxh6J7W,MOTi,252470.0,65,0
98,04gDigrS5kc9YWfZHwBETP,Maroon 5,37808723.0,85,4
99,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,5630195.0,80,4
100,10exVja0key0uqUkk6LJRT,Vance Joy,2665962.0,75,4
101,188VINPQh5dyNfLUkevKqf,Olivia Holt,1043423.0,51,4
102,4j5KBTO4tk7up54ZirNGvK,NERVO,739114.0,57,0
103,28j8lBWDdDSHSSt5oPlsX2,ZHU,784029.0,65,0
104,31TPClRtHm23RisEBtV3X7,Justin Timberlake,12170249.0,80,4
105,0PVPI2jOWDJtWpOxrXnT6F,Edo Saiya,137224.0,60,2
106,1dPSMH55yhvjYIwqCP4iDj,Luke Chiang,186651.0,60,4
107,3tJoFztHeIJkJWMrx0td2f,Moneybagg Yo,3141656.0,78,3
108,6NG0bF3tpQuQOixbzFPLIv,Lil Lano,269350.0,52,2
109,053q0ukIDRgzwTr4vNSwab,Grimes,1738631.0,67,4
110,7EJwrZYRepsc1zHNkDcITg,Die Orsons,166645.0,45,2
111,6oMuImdp5ZcFhWP0ESe6mG,Migos,12531248.0,77,3
112,08ao8gzTHBtNf5Laf9jjwR,King Khalil,258235.0,46,2
113,6YgNQsBEuLr4wrGBVZexN8,MC Bilal,145065.0,47,2
114,3nQ125TJobosBH446Dsvvv,Kavita Seth,298760.0,65,1
115,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,2551259.0,73,3
116,6ynopZPMBXcIGBI9M02Un5,Haftbefehl,615356.0,64,2
117,6F3EsjY0PgMI4SXkQWXF3y,Albin Myers,18327.0,44,0
118,5o61gIxxfbohs0sm3B88d6,Sam Bailey,41562.0,30,5
119,7IENU7K9Qq8bd9U4pc5rbt,Casar,44790.0,46,2
120,09UmIX92EUH9hAK4bxvHx6,Mithoon,4408039.0,70,1
121,0t9IVyFGzH79wIFfhEXddQ,Kianush,219026.0,54,2
122,4Mt1ci7cKg2DpDS5kJ5mHS,Animus,58034.0,42,2
123,0OtigLoCgLYvXnMxbE5qH5,Lost Boyz,248711.0,46,3
124,12j6dJrPXanCBwY599pZxf,Matt Maltese,251730.0,65,4
125,5y9wg9qkGBl0n9v9RzaPKu,Capo,481795.0,67,2
126,6cK3NBO6uP7hh0oyuVELFl,Saweetie,1658482.0,73,4
127,521qvhdobR0GzhvU6TFw76,Tritonal,220430.0,57,0
128,3KwmxIhSe9UTSEF37kwngR,SHAED,154146.0,59,4
129,2hH16roqnQFy0PdSmgZRSJ,Ali471,105057.0,53,2
130,7impXYp8gHr8curMVe60gR,Gallo Nero,14646.0,44,2
131,2kS9NyuATpYwjeB93h24H5,Nina Chuba,85574.0,69,2
132,3PyJHH2wyfQK3WZrk9rpmP,Ashnikko,1768694.0,70,4
133,0xRXCcSX89eobfrshSVdyu,MEDUZA,551577.0,75,4
134,0jxy7TWRoSFqe4eucObq6L,ROTE MÜTZE RAPHI,40600.0,53,2
135,2cFrymmkijnjDg9SS92EPM,blackbear,4772667.0,80,4
136,0ukgrNYk51TkMQr0f2Br4Q,Maverick Sabre,248572.0,61,5
137,1bj5GrcLom5gZFF5t949Xl,Martin Solveig,1204266.0,65,0
138,5GnnSrwNCGyfAU4zuIytiS,Mohit Chauhan,5707604.0,71,1
139,61if35zz1W11GejEkxTLEQ,Benny Dayal,3226162.0,68,1
140,5pDjmC5mRl7vDJhsjVwNfk,Freya Ridings,310471.0,60,5
141,1G7TGDJ01So6i6XNirnVS7,Takt32,26882.0,54,2
142,34bhyY8jfKez7uKakMfy4y,Maddie & Tae,963576.0,64,4
143,2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,1290907.0,70,4
144,2741XFBjSCs37MjhGaGkKT,Qzeng,9687.0,38,2
145,1G9G7WwrXka3Z1r7aIDjI7,Outkast,2035367.0,74,3
146,5p4B4WSKIGvSfhc90GMxw9,Payy,46034.0,41,2
147,0TVANDORspsd2X7Gg9rhcW,Nullzweizwei,68388.0,57,2
148,02U4dXZhGSo07f66l8JZ91,Tom Speight,56977.0,50,5
149,0jnsk9HBra6NMjO2oANoPY,Flo Rida,8645421.0,77,4
150,1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,6017975.0,75,4
151,0RMsiUCTjsdGjoKyhEm8Y4,Mamta Sharma,980285.0,56,1
152,1gR0gsQYfi6joyO1dlp76N,Justice,1071538.0,58,0
153,40xbWSB4JPdOkRyuTDy1oP,Nicole Scherzinger,2199891.0,64,5
154,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,14155283.0,84,4
155,4wZBiNHbCi2TMXjSP86LJ6,Folly Rae,4038.0,31,5
156,2XBiI8PjCnjJ3XKWtiKcvc,brb.,76657.0,59,4
157,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,6000043.0,81,3
158,49jTY62Cpw3RYo4dLuG43W,Cian Ducrot,87857.0,58,5
159,1bpI6QDUqmfKmV0Tlhj0Jm,Pajel,57788.0,60,2
160,3ZxZ03fj3tXBZHZWzvaLSM,Neeti Mohan,2362377.0,71,1
161,3M3YacInf0UubKD2n20Oib,2ara,29783.0,42,2
162,0PPCPsuv0iOAYKGR2SkFal,VOLO,16390.0,47,2
163,3pgLKnm3nE8Tb5RDCt4lh7,Airon,12013.0,36,2
164,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,5942355.0,78,4
165,697ZbUKLJSEWWhtayAGxBY,Faroon,40346.0,56,2
166,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,27287402.0,84,4
167,2Zxy5LwBatI5kw4uponwHQ,Riot Ten,90957.0,50,0
168,0uGk2czvcpWQA383Im6ajf,Maggie Lindemann,1815243.0,66,4
169,2oX42qP5ineK3hrhBECLmj,Andy Grammer,1089922.0,70,4
170,2FgHPfRprDaylrSRVf1UlN,Thaman S,4639266.0,66,1
171,5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,5804969.0,77,4
172,6i1GVNJCyyssRwXmnaeEFH,Syn Cole,216513.0,61,0
173,3tQzzidoPfVifoURnDfgmD,t-low,316369.0,70,2
174,63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,14998569.0,78,4
175,6u8KyY2rfBGDtDejRJ9JaQ,Madeline Juno,128060.0,55,2
176,4EnEZVjo3w1cwcQYePccay,N.W.A.,4406958.0,65,3
177,7iLc4hrjOjQPfg1E3cCHg1,Tim Berg,204437.0,50,0
178,0tMFcqLXhtm1Gep20iuIR3,SXTN,778579.0,60,2
179,1qQLhymHXFPtP5U8KNKsm6,Apache 207,1995437.0,67,2
180,3pOnFT5MHIqIe9kcFCznZ8,CIVO,18950.0,59,2
181,3tHD07u1ON4uHxmnT9rwqZ,Neeraj Shridhar,1111255.0,67,1
182,7pwufEBGfggjoI8twqlsmQ,Nessa Barrett,821246.0,70,4
183,33Dtwad3snCG92mhmi17WM,Massiv,267353.0,48,2
184,0QGDb8TBWIT06W4BoyAggg,Finding Hope,202682.0,56,4
185,31rVRoX5ZG9ZyRbHvlEwjA,RuthAnne,16003.0,49,5
186,4CuipEvwcoQggmCV8jpKF9,Michael Calfan,151505.0,59,0
187,0TkqXdyWLsssJH7okthMPQ,Jay Electronica,275846.0,60,3
188,45lcbTsX07JWzmTIjcdyBz,Matroda,82155.0,56,0
189,6e4aHkdDUcsaXPTQdF6Qhn,Life of Dillon,34925.0,41,5
190,6jsjhAEteAlY0vCiLvMLBA,ROZES,109191.0,60,5
191,7e1BNCygl2Gf7CX8LrByPv,Ummet Ozcan,393639.0,61,0
192,281Vp9LDrWkHMHQzfQHWCt,Rashid Ali,141365.0,57,1
193,7iZ5x5fwRwROoX3iRWpVgN,Fard,436966.0,55,2
194,26R3WRFIf6FbbNAQuMIjkN,Hemachandra Vedala,389599.0,55,1
195,5SyGEPymt1G2uto47tVWvZ,MadeinTYO,1008764.0,62,3
196,6AZfDB8isLU2sHkSm3sRhX,Milonair,77537.0,45,2
197,4yBK75WVCQXej1p04GWqxH,Jeezy,2206605.0,69,3
198,2gduEC76ry33RVurAvT05p,Nathan Dawe,70092.0,68,5
199,5uEeqYFuIChoWKy34jp8xE,Brando,16997.0,66,0
200,7zkwepHPyac6tCYl0fL0co,ASTN,231673.0,62,4
201,28Ky95tmlHktB96DBUoB0g,Tristam,213826.0,52,0
202,4OtcoXGM3abQUnErfCczaj,Kidda,78019.0,53,2
203,4mrBetqy378Jf1y6NLszlx,VINAI,462021.0,64,0
204,4ULO7IGI3M2bo0Ap7B9h8a,Teyana Taylor,1540069.0,62,4
205,0Cp8WN4V8Tu4QJQwCN5Md4,BENEE,716796.0,67,4
206,6RHKEd9dpzQ4c09x8Zdaxu,Clara Mae,282073.0,60,4
207,6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,5208348.0,68,4
208,4hXT6A14n901v8DU5Of337,KAYEF,183402.0,58,2
209,5lwT6gFdwV3Wcol07KUiJx,Mike Mago,49257.0,47,0
210,5iBlCs0WwiMbr5zO6vPt5G,Ali As,63340.0,46,2
211,5QZJttrSLq4WJL9Vb1MgFq,O.G.,97911.0,61,2
212,0wnYgCeP013HkKoOyC5V32,Allie X,781112.0,56,4
213,52JDGHEmHKktNs1lN7HCl8,Karate Andi,82601.0,44,2
214,25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,1966327.0,71,4
215,5nki7yRhxgM509M5ADlN1p,Oliver Heldens,964119.0,69,0
216,1DxUdl4z0N2hLqU7U6yqwc,Money Boy,132766.0,49,2
217,1zDnARSHiWiOGH7QmiHORQ,65Goonz,59306.0,52,2
218,6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,2389354.0,67,4
219,4jGPdu95icCKVF31CcFKbS,Gentle Bones,67311.0,56,4
220,6tekmZkCK5xHTIwWeqyr0i,Ra'is,95719.0,59,2
221,0VhPkEtUabZSNqhrd1ujf2,O.G. Pezo,16319.0,46,2
222,3syirl4cAvDZRaPleyMyS9,Jigzaw,125870.0,51,2
223,5SHxzwjek1Pipl1Yk11UHv,Tom Grennan,358982.0,71,5
224,7B6Uk58O2DVfg1xZPKEp4n,Malik Harris,26001.0,52,5
225,2JLqTvFXmC87BksiCsBezV,Matt Terry,125121.0,43,5
226,48Fq6GV3S6on56TxSBu5NO,Celo & Abdi,360920.0,56,2
227,1QOHbhVRpDoNtRkz79si6b,Karen Harding,49005.0,58,5
228,0E02VcvA5p1ndkLdqWD5JB,Ankit Tiwari,10692939.0,68,1
229,7qRll6DYV06u2VuRPAVqug,Foxes,298785.0,60,5
230,1yqxFtPHKcGcv6SXZNdyT9,MK,251492.0,65,5
231,5wyWp867LWGjFmYZXVSFnZ,MERO,1981457.0,66,2
232,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,2184776.0,71,3
233,6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,8362283.0,75,4
234,7GaMopkesD4KK9dNbgyO5D,Eko Fresh,303100.0,51,2
235,1mG23iQeR29Ojhq89D5gbh,DJ Jazzy Jeff & The Fresh Prince,334281.0,53,3
236,3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,6514672.0,75,1
237,1l2ekx5skC4gJH8djERwh1,Don Diablo,1789756.0,67,0
238,10XY9PZCJKzUFzZOdtlQLU,LX,145998.0,63,2
239,5i84V8Zk7YqCN6xxb7SWgw,Samantha Jade,89790.0,45,5
240,03bmDyr8klGV17DKQnPZVA,Joshi Mizu,48853.0,49,2
241,7Lk9V7E1u5gqSHmtcKlOqH,Sara Kays,335778.0,62,4
242,32WkQRZEVKSzVAAYqukAEA,Lady A,3615627.0,68,4
243,0K87f3owemzI8NUCoEIXOB,vaultboy,112749.0,64,4
244,6wYROOAfZ97gNh5TzasS50,Nisa,6541.0,48,2
245,4q6hTJmeYXCwp0ivdtoSWA,Dappy,255580.0,54,5
246,6aaMZ3fcfLv4tEbmY7bjRM,Isaiah Rashad,1185361.0,67,3
247,7wzaSKTsjE9HnuDuZTX452,Arlissa,98081.0,47,5
248,0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,3030563.0,79,3
249,3l0CmX0FuQjFxr8SK7Vqag,Clairo,3467574.0,75,4
250,0o0PoOOyXcmqcyVz8aSdYu,Moe Phoenix,221733.0,51,2
251,7EQ0qTo7fWT7DPxmxtSYEc,Bastille,5121783.0,75,4
252,68kEuyFKyqrdQQLLsmiatm,Vince Staples,1639634.0,68,3
253,4gvjmrtzydbMpyJaXUtwvP,Addison Rae,245737.0,46,4
254,06HL4z0CvFAxyc27GXpf02,Taylor Swift,58554324.0,94,4
255,60pVmLS5zlt31OWk340O3U,MAJAN,69868.0,60,2
256,1g0fXhQMHAxlRyIBkCbuE7,Matt Simons,205462.0,61,5
257,1FtBEIWAwvw5ymBen5GICR,Chlöe,204138.0,63,4
258,4qLwtWhlhyAoQ4S9mSrDW9,Odd Mob,32307.0,49,0
259,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,20528951.0,85,4
260,7zrkFhYAp6dBxsydmJkouN,lullaboy,43919.0,56,4
261,2o4R2rK7FetH40HTv0SUWl,Monali Thakur,383221.0,58,1
262,3s8alQfNnY0roAHaJh7Xxt,Dom Kennedy,533964.0,59,3
263,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,24070351.0,81,4
264,6Gk5hoM7eW8NSCYhICMDHw,Zak Abel,143516.0,59,5
265,4qBgvVog0wzW75IQ48mU7v,KYLE,1020400.0,65,4
266,18ISxWwWjV6rPLoVCXf1dz,RIN,730925.0,68,2
267,2FyxcdLSH7XqsfJE6Iu0tJ,Musso,94278.0,57,2
268,0daugAjUgbJSqdlyYNwIbT,Vicetone,408609.0,64,0
269,5FVBduYaeVBb6JIghza7v6,Santhosh Narayanan,1091438.0,68,1
270,0hDjKSKjl1DC7ovYTDJHe8,Bruno Major,950008.0,69,4
271,2NoJ7NuNs9nyj8Thoh1kbu,Hariharan,3102859.0,69,1
272,4ec676jWgAuvEZZg0y7dBy,Nitin Mukesh,261566.0,53,1
273,0pOruKWwgyqSLZhn4Xovs9,Ardian Bujupi,183217.0,59,2
274,3utZ2yeQk0Z3BCOBWP7Vlu,CRO,1968807.0,73,2
275,5UJ2sHO2ELrgW6aXeRLTQQ,Chinmayi,1538804.0,68,1
276,0Cs47vvRsPgEfliBU9KDiB,D.O.D,31146.0,61,0
277,1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON,2007111.0,68,3
278,0sSxphmGskGCKlwB9xa6WU,Himesh Reshammiya,5814157.0,66,1
279,38CvLGTsjtoloDgv3OKQp8,Robinson,96816.0,49,5
280,6pcxIOhQCNb7DX2iuEXgxL,Tobtok,29572.0,53,0
281,205i7E8fNVfojowcQSfK9m,Dom Dolla,163015.0,61,0
282,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,4595919.0,79,4
283,4WFtYn5RyU8VGPpPyW9Pxw,M-22,79184.0,56,5
284,22wbnEMDvgVIAGdFeek6ET,Benson Boone,416530.0,72,4
285,52Syw7gkGRePCAYvEY2X9D,N-Dubz,252578.0,54,5
286,1tqysapcCh1lWEAc9dIFpa,Jubin Nautiyal,5609809.0,75,1
287,20sxb77xiYeusSH8cVdatc,Meek Mill,6481503.0,75,3
288,6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,682680.0,73,4
289,5ggr9FUq9cjogKBxQmI2ZO,Aylo,64444.0,48,2
290,0wwDZj4zgZORjTGhTujAKx,Mert,551609.0,53,2
291,6AiX12wXdXFoGJ2vk8zBjy,Yuvan Shankar Raja,7045202.0,74,1
292,34LetYSjEuG2fBb4Z8PwPg,Pashanim,355074.0,66,2
293,2kkQthS9OLpK4UqNWYqoVl,Jeet Gannguli,738609.0,64,1
294,6AyATGg7mDgBlZ4N5uNog0,SYML,539077.0,70,4
295,2qMezKrAKRh2Z2uR3fCqHt,PA Sports,466518.0,61,2
296,5ZYOlPpI9FZu2uIPkTB0UA,CÉLINE,190901.0,60,2
297,6oBm8HB0yfrIc9IHbxs6in,Lykke Li,1698551.0,68,4
298,4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",9524149.0,84,3
299,2vVT4qoxWje0gVD2FiWZ4u,Jeff Bernat,391959.0,60,4
300,303SwmjLibkh8OJH5xxZOM,Glowie,9328.0,32,5
301,7dGJo4pcD2V6oG8kP0tJRR,Eminem,59184634.0,90,3
302,6i392l38cR3uBPF0DbNs7S,Quality Control,1067819.0,66,3
303,4Q8tZV1nlCycCfu1RFAsJO,Theo Junior,27384.0,55,2
304,3AMxH9QIPZbK8ND8C9j4Ss,Mani Sharma,2787588.0,56,1
305,7u0cYeefrzVUt6CfDQCpT0,Kilomatik,20846.0,36,2
306,1I5pYXplsbqmHaVWlAEhla,Bougenvilla,47295.0,45,0
307,4Euia7UzdRshy1DJOSMTcs,220 KID,17985.0,63,5
308,2wpJOPmf1TIOzrB9mzHifd,Scouting For Girls,321163.0,57,5
309,73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,3263041.0,70,0
310,3KedxarmBCyFBevnqQHy3P,Jessie Reyez,1164426.0,69,4
311,3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,2959520.0,77,4
312,0Qnx1MPnHYt3jJCYrRFVwX,Greyson Chance,460965.0,59,4
313,100sLnojEpcadRx4edEBA6,Zella Day,411862.0,59,4
314,0Y6dVaC9DZtPNH4591M42W,TV Girl,1141345.0,72,4
315,2F3KtUVtrt2GLjcl6pB4cz,Dhanush,4313838.0,71,1
316,6RF8hEdlUKoLPQOHmBbHiM,Yasser Desai,709466.0,67,1
317,0yb46jwm7gqbZXVXZQ8Z1e,Bishop Briggs,772454.0,63,4
318,4D75GcNG95ebPtNvoNVXhz,Afrojack,3894564.0,72,0
319,0XW7mqhbaQnRtHmwfAVg64,Tisoki,58322.0,46,0
320,5y2Xq6xcjJb2jVM54GHK3t,John Legend,6260357.0,77,4
321,5rGrDvrLOV2VV8SCFVGWlj,Imanbek,155835.0,76,0
322,4PvnP3yCzrT289cX3wCdOx,Yung Hurn,378295.0,61,2
323,3ajf12ub55b51qcS94d9Co,Orla Gartland,206871.0,56,5
324,7eCmccnRwPmRnWPw61x6jM,SHY Martin,261515.0,63,4
325,1tnX93BHWyMdBSLhwAzo1j,Mudi,296553.0,56,2
326,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,2442629.0,76,3
327,7e1ICztHM2Sc4JNLxeMXYl,dvsn,1092473.0,60,4
328,7yO4IdJjCEPz7YgZMe25iS,A$AP Mob,1909999.0,61,3
329,6TR6dUNDpqyitYzDvY7DI0,Koushino,52817.0,56,2
330,1P8IfcNKwrkQP5xJWuhaOC,LL COOL J,1405716.0,63,3
331,1dIdBZaaHRW2bDTkHNfWln,The Veronicas,873268.0,57,4
332,6ohaQzKaXrobAL8paLSaxq,Salim–Sulaiman,1331969.0,62,1
333,2kxP07DLgs4xlWz8YHlvfh,NIKI,1907749.0,76,4
334,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,65590075.0,90,4
335,6xdRb2GypJ7DqnWAI2mHGn,MUNA,230742.0,60,4
336,18Zq5h68TQ6kurXzRNHJDo,Big Toe,15017.0,43,2
337,03SZmfKAgYRQKUwy0EoJUa,Roop Kumar Rathod,2295473.0,64,1
338,4A7HeXSd4HtQuf6IR5XZ1b,Fero47,415393.0,50,2
339,2NjfBq1NflQcKSeiDooVjY,Tones And I,2975328.0,72,4
340,5wQDQFm7Ku8WWGi5xqJ9lp,Jyotica Tangri,425195.0,62,1
341,67qogtRNI0GjUr8PlaG6Zh,Zeds Dead,537126.0,62,0
342,4ON1ruy5ijE7ZPQthbrkgI,Burak Yeter,142920.0,58,0
343,1SnSPHBs8l5iAvoWF0aO05,FOURTY,48801.0,60,2
344,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,3942282.0,68,3
345,5ie2SvXgvXlTpyqkwLtSd7,Isak Danielson,203332.0,62,5
346,1V3VTM7VspiQjcmRhC010n,Quintino,607480.0,60,0
